name,total_population,percent_of_pop_that_are_seniors_65,number_of_seniors_65,average_age_of_the_population,median_age_of_the_population,number_of_children_living_in_one_parent_families,percent_of_children_living_in_one_parent_families,number_of_pop_living_alone,percent_of_pop_living_alone,average_after_tax_income_in_2020_among_recipients,average_market_income_in_2020_among_recipients,percent_of_income_from_government_transfers_2020,average_after_tax_income_in_2019_among_recipients,average_market_income_in_2019_among_recipients,percent_of_income_from_government_transfers_2019,number_of_people_in_low_income_based_on_lim_at,percent_of_people_in_low_income_based_on_lim_at,number_of_people_0_17_in_low_income_based_on_lim_at,percent_of_people_0_17_in_low_income_based_on_lim_at,number_of_people_18_64_in_low_income_based_on_lim_at,percent_of_people_18_64_in_low_income_based_on_lim_at,number_of_people_65_in_low_income_based_on_lim_at,percent_of_people_65_in_low_income_based_on_lim_at,number_of_pop_living_alone_i_e_1_person_household,average_household_size,number_of_owner_households,percent_of_owner_households,percent_of_renter_households,percent_of_households_living_in_core_housing_need,number_of_households_living_in_core_housing_need,percent_of_owner_households_in_core_housing_need,median_monthly_shelter_costs_for_owned_dwellings,average_monthly_shelter_costs_for_owned_dwellings,number_of_tenant_households,percent_of_tenant_households_living_in_subsidized_housing,percent_of_renter_households_in_core_housing_need,median_monthly_shelter_costs_for_rented_dwellings,average_monthly_shelter_costs_for_rented_dwellings,average_size_of_census_families,percent_of_census_families_that_are_one_parent_families,number_of_one_parent_families,percent_of_all_census_families_that_are_one_parent_families,average_number_of_children_in_census_families_with_children,average_after_tax_income_of_all_economic_families,average_after_tax_income_of_couple_with_children_economic_families,average_after_tax_income_of_one_parent_economic_families,number_of_people_with_knowledge_of_only_french_as_an_official_language,percent_of_people_with_knowledge_of_only_french_as_an_official_language,percent_of_pop_with_knowledge_of_neither_english_nor_french,number_of_people_with_knowledge_of_neither_english_nor_french,percent_of_pop_that_are_indigenous,number_of_people_who_are_indigenous,percent_of_pop_that_are_fn,number_of_people_who_are_fn,percent_of_pop_that_are_metis,number_of_people_who_are_metis,percent_of_pop_that_are_inuit,number_of_people_who_are_inuit,percent_of_pop_that_are_immigrants,number_of_immigrants,percent_of_pop_that_are_recent_immigrants_arr_2016_2021,number_of_recent_immigrants_arr_2016_2021,percent_of_pop_that_are_refugees,percent_of_immigrants_that_are_refugees,number_of_refugees,percent_of_pop_that_are_visible_minority,number_of_people_who_are_visible_minority,percent_in_the_labour_force_participation_rate,number_of_pop_in_labour_force,unemployment_rate,number_of_pop_unemployed,number_of_people_age_25_64_w_no_high_school_diploma_or_equivalent,percent_of_pop_age_25_64_with_no_high_school_diploma_or_equivalent,number_of_people_age_25_64_with_a_high_school_diploma,percent_of_people_age_25_64_with_a_high_school_diploma,number_of_pop_age_25_64_with_postsecondary_degree_diploma_certificate,percent_of_pop_age_25_64_with_postsecondary_degree_diploma_certificate,number_of_workers_age_15_who_work_at_home,percent_of_workers_age_15_who_work_at_home,number_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_workers_age_15_who_have_no_fixed_workplace_address,number_of_workers_age_15_who_commute_by_car_truck_or_van,percent_of_workers_age_15_who_commute_by_car_truck_or_van,number_of_workers_age_15_who_commute_by_public_transit,percent_of_workers_age_15_who_commute_by_public_transit,number_of_workers_age_15_who_commute_by_walking,percent_of_workers_age_15_who_commute_by_walking,number_of_workers_age_15_who_commute_by_bicycle,percent_of_workers_age_15_who_commute_by_bicycle,number_of_workers_age_15_who_commute_by_other_means,percent_of_workers_age_15_who_commute_by_other_means,percent_of_workers_who_commute_for_60_minutes_and_over,number_of_youth_age_15_24,percent_of_of_pop_that_are_youth_age_15_24,number_of_people_with_french_as_a_language_most_spoken_at_home,percent_of_people_with_french_as_a_language_most_spoken_at_home
ons2022_osgoode_vernon_3086_00000_1_6_percent,5610,0.1711229946524064,960,41.9,43.6,265,0.15497076023391812,300,0.053475935828877004,51160,58200,13.5,48720,57200,9.6,255,0.045495093666369314,35,0.03139013452914798,145,0.04101838755304102,75,0.078125,300,2.7,1850,0.8980582524271845,0.10194174757281553,0.07575757575757576,150,4.8,1540,1524,210,14.3,31,1010,1270,2.9,0.1016949152542373,180,0.1016949152542373,1.7,122900,137000,86000,20,0.0035650623885918,0.0053475935828877,30,0.029438001784121322,165,0.02230151650312221,125,0.0053523639607493305,30,0,0,0.08117752007136485,455,0.0026761819803746653,15,0.006238859180035651,0.1320754716981132,35,0.05084745762711865,285,0.7113733905579399,3315,0.06636500754147813,220,285,0.09149277688603531,2830,0.9085072231139647,2105,0.6757624398073836,1075,0.3473344103392569,545,0.17609046849757673,1890,0.9402985074626866,20,0.009950248756218905,65,0.03233830845771144,0,0,35,0.017412935323383085,0.04975124378109453,585,0.10427807486631016,155,0.027629233511586453
ons2022_overbrook_3087_00000_5_0_percent,20735,0.15601639739570775,3235,39.4,37.6,2610,0.4034003091190108,3300,0.15915119363395225,39960,42520,24.7,36920,43160,17.6,4090,0.19725102483723173,1215,0.2809248554913295,2300,0.17463933181473046,565,0.17465224111282843,3305,2.3,3190,0.3556298773690078,0.6443701226309922,0.19404693760732686,1695,7.9,1320,1418,5780,28.1,26,1210,1237,3,0.2885572139303483,1450,0.2885572139303483,2,89300,96000,66800,1055,0.05088015432843019,0.023149264528574874,480,0.039064383891970096,810,0.021702435495538942,450,0.009163250542560888,190,0.006269592476489028,130,0.3129973474801061,6490,0.0882565710151917,1830,0.11791656619242827,0.4244791666666667,2445,0.44489992765854836,9225,0.573220536756126,9825,0.14961832061068703,1470,1750,0.15695067264573992,9400,0.8430493273542601,7060,0.6331838565022422,2710,0.3243566726511071,990,0.118491921005386,3780,0.6743978590544157,1135,0.2024977698483497,415,0.07404103479036575,125,0.02230151650312221,150,0.026761819803746655,0.07404103479036575,2760,0.13310827103930553,4835,0.2331806124909573
ons2022_parkwood_hills_3088_00000_5_9_percent,5980,0.08361204013377926,500,32,28.4,585,0.2819277108433735,630,0.10535117056856187,33040,30760,31.2,28200,30440,21.4,1380,0.2309623430962343,490,0.31511254019292606,790,0.20127388535031848,95,0.1919191919191919,630,2.7,280,0.12527964205816555,0.8769574944071589,0.3210161662817552,695,23.2,840,1140,1955,8.4,33.4,1430,1454,3.3,0.25769230769230766,335,0.25769230769230766,2.3,71300,73500,61400,155,0.025919732441471572,0.04598662207357859,275,0.0200836820083682,120,0.013389121338912133,80,0.00502092050209205,30,0,0,0.45523012552301256,2720,0.22677824267782426,1355,0.23745819397993312,0.5440613026819924,1420,0.6351464435146443,3795,0.645021645021645,2980,0.1761744966442953,525,530,0.17405582922824303,2515,0.825944170771757,1815,0.5960591133004927,490,0.2,380,0.15510204081632653,1210,0.622107969151671,520,0.26735218508997427,135,0.06940874035989718,35,0.017994858611825194,50,0.02570694087403599,0.10025706940874037,1075,0.1797658862876254,380,0.06354515050167224
ons2022_pembroke_3715_00000_3_1_percent,13640,0.23277126099706744,3175,44,44,1465,0.4246376811594203,2505,0.18365102639296188,39120,40200,26.4,35800,40920,20.6,2250,0.16501650165016502,480,0.20210526315789473,1205,0.14885731933292157,565,0.17823343848580442,2500,2.1,3780,0.5775401069518716,0.4216959511077158,0.11577311577311578,745,3.5,1050,1139,2760,20.8,22.8,940,963,2.7,0.24119947848761408,925,0.24119947848761408,1.7,86700,101000,61200,20,0.001466275659824047,0,0,0.12834616795012835,1750,0.06967363403006967,950,0.05353868720205354,730,0.0011001100110011,15,0.045104510451045104,615,0.004033736707004034,55,0.0021994134897360706,0.09375,30,0.03557022368903557,485,0.5305770887166236,6160,0.1241883116883117,765,965,0.1380543633762518,6020,0.8612303290414879,3730,0.5336194563662375,685,0.12696941612604262,705,0.13067655236329936,4010,0.8595927116827439,0,0,490,0.10503751339764202,50,0.010718113612004287,120,0.02572347266881029,0.03429796355841372,1450,0.1063049853372434,445,0.03262463343108504
ons2022_perth_3407_00000_2_5_percent,6190,0.3667205169628433,2270,51.3,56.8,510,0.41295546558704455,1420,0.2294022617124394,40240,40200,26.5,39400,41120,21.5,870,0.14043583535108958,100,0.12195121951219512,485,0.15645161290322582,290,0.12747252747252746,1420,1.9,1825,0.5581039755351682,0.4418960244648318,0.11282843894899536,365,4.2,800,1064,1450,14.1,20.6,970,1039,2.5,0.20056497175141244,355,0.20056497175141244,1.6,87000,106000,61000,0,0,0,0,0.041969330104923326,260,0.025020177562550445,155,0.0129136400322841,80,0,0,0.06537530266343826,405,0.004842615012106538,30,0,0,0,0.025020177562550445,155,0.4713896457765668,2595,0.12909441233140656,335,350,0.12867647058823528,2370,0.8713235294117647,1570,0.5772058823529411,455,0.20088300220750552,250,0.11037527593818984,1495,0.8305555555555556,10,0.005555555555555556,260,0.14444444444444443,25,0.013888888888888888,15,0.008333333333333333,0.10277777777777777,510,0.08239095315024232,0,0
ons2022_petawawa_3716_00000_2_3_percent,17275,0.09927641099855282,1715,34.4,32.8,890,0.1654275092936803,1560,0.09030390738060781,49720,55950,12.3,48040,56150,8.8,670,0.03878437047756874,170,0.03803131991051454,355,0.03199639477242001,145,0.0847953216374269,1555,2.6,4335,0.6412721893491125,0.35872781065088755,0.02084884586746091,140,0.6,1440,1342,2420,17.8,4.6,950,1049,3,0.11824668705402651,580,0.11824668705402651,1.8,105000,114000,69600,160,0.009261939218523878,0.0020260492040520984,35,0.07206946454413893,1245,0.04283646888567294,740,0.025180897250361794,435,0,0,0.06164978292329957,1065,0.007525325615050651,130,0.0037626628075253256,0.07602339181286549,65,0.06222865412445731,1075,0.7083489329839011,9460,0.06342494714587738,600,715,0.07325819672131148,9050,0.9272540983606558,5735,0.5876024590163934,1405,0.15857787810383747,1095,0.12358916478555304,6845,0.943487250172295,15,0.002067539627842867,230,0.03170227429359063,35,0.004824259131633356,130,0.01791867677463818,0.01722949689869056,1885,0.10911722141823445,1290,0.07467438494934878
ons2022_pikwakanagan_golden_lake_39_3717_03030_38_6_percent,480,0.14583333333333334,70,37.8,37.2,85,0.4857142857142857,50,0.10416666666666667,30900,29000,42,27700,30800,30.4,135,0.28125,40,0.3076923076923077,65,0.22807017543859648,30,0.42857142857142855,50,2.6,110,0.5945945945945946,0.13513513513513514,NA,0,NA,NA,NA,0,NA,NA,NA,NA,2.9,0.39285714285714285,55,0.39285714285714285,1.7,71000,82000,60000,0,0,0,0,0.8645833333333334,415,0.8333333333333334,400,0.020833333333333332,10,0,0,0.020833333333333332,10,0,0,0,NA,0,0.020833333333333332,10,0.527027027027027,195,0.1282051282051282,25,55,0.22916666666666666,185,0.7708333333333334,100,0.4166666666666667,35,0.2,25,0.14285714285714285,120,0.8571428571428571,0,0,10,0.07142857142857142,0,0,10,0.07142857142857142,0.07142857142857142,60,0.125,0,0
ons2022_pineview_3089_00000_3_1_percent,6210,0.15056360708534622,935,39.5,38.4,700,0.33573141486810554,505,0.08132045088566828,43720,46720,18.7,41600,49320,12.2,470,0.07568438003220612,130,0.10526315789473684,235,0.058240396530359353,105,0.11229946524064172,505,2.7,1530,0.6580645161290323,0.34408602150537637,0.1111111111111111,255,5.6,1440,1418,795,8.8,21.3,1460,1392,3,0.24709302325581395,425,0.24709302325581395,1.9,104300,114000,77600,145,0.023349436392914653,0.012077294685990338,75,0.037037037037037035,230,0.021739130434782608,135,0.010466988727858293,65,0.004025764895330112,25,0.29549114331723025,1835,0.036231884057971016,225,0.09339774557165861,0.37540453074433655,580,0.3993558776167472,2480,0.6447876447876448,3340,0.10029940119760479,335,385,0.11273792093704246,3030,0.8872620790629575,2215,0.6486090775988287,945,0.3144758735440932,390,0.129783693843594,1585,0.7712895377128953,310,0.15085158150851583,105,0.051094890510948905,10,0.004866180048661801,50,0.024330900243309004,0.0364963503649635,825,0.13285024154589373,1085,0.1747181964573269
ons2022_playfair_park_guildwood_estates_3090_00000_2_3_percent,6115,0.2583810302534751,1580,45.4,46.4,405,0.2219178082191781,800,0.13082583810302534,58750,70100,11.8,56400,68700,9.3,425,0.06950122649223221,90,0.08294930875576037,180,0.05217391304347826,150,0.0949367088607595,800,2.4,1830,0.7079303675048356,0.2901353965183752,0.11591355599214145,295,5,1040,1550,755,6,28.6,1400,1400,2.9,0.15028901734104047,260,0.15028901734104047,1.8,137800,168000,97000,70,0.011437908496732025,0.00980392156862745,60,0.016353229762878167,100,0.006541291905151268,40,0.007358953393295176,45,0,0,0.23875715453802127,1460,0.033524121013900246,205,0.041700735895339326,0.2537313432835821,255,0.25020441537203597,1530,0.5888030888030888,3050,0.08032786885245902,245,180,0.06143344709897611,2750,0.9385665529010239,2315,0.7901023890784983,1315,0.46964285714285714,190,0.06785714285714285,1070,0.7181208053691275,205,0.13758389261744966,90,0.06040268456375839,30,0.020134228187919462,85,0.05704697986577181,0.0436241610738255,675,0.11038430089942763,800,0.13071895424836602
ons2022_portobello_south_3091_00000_1_9_percent,29890,0.0896620943459351,2680,35,35.2,2335,0.1996579734929457,1650,0.05520240883238541,53400,61300,11.5,50320,59900,7.6,1360,0.04549255728382673,490,0.059574468085106386,635,0.033438651922064244,230,0.08598130841121496,1650,3,8245,0.8265664160401003,0.17293233082706766,0.06055979643765903,595,4,2000,1950,1725,0,16.1,2000,1952,3.2,0.16686674669867949,1390,0.16686674669867949,2,127500,137000,91200,1050,0.035122930255895635,0.01538718849305904,460,0.026425823716340526,790,0.011038635223281485,330,0.013045659809332665,390,0,0,0.30272620839605285,9050,0.04298377655126275,1285,0.06373369019739043,0.22584469472436278,1905,0.4520822880080281,13515,0.7311944504660741,16865,0.085976875185295,1450,890,0.054400977995110025,15470,0.94559902200489,12790,0.7817848410757946,6530,0.4236133636068764,1160,0.07525137852740837,7450,0.844671201814059,785,0.08900226757369614,230,0.026077097505668934,15,0.0017006802721088435,350,0.03968253968253968,0.07596371882086168,4035,0.13499498159919707,8370,0.2799799297541395
ons2022_qualicum_redwood_3092_00000_1_9_percent,4370,0.15560640732265446,680,40.7,38.8,420,0.30996309963099633,395,0.09038901601830664,53000,63550,12.9,50320,63050,9.2,440,0.10068649885583524,130,0.15384615384615385,250,0.08771929824561403,55,0.08088235294117647,395,2.5,1200,0.6857142857142857,0.3142857142857143,0.11370262390670553,195,4.2,1280,1536,545,33,27.4,1290,1188,2.9,0.21031746031746032,265,0.21031746031746032,1.7,124000,144000,62800,25,0.005720823798627002,0.010297482837528604,45,0.028604118993135013,125,0.010297482837528604,45,0.016018306636155607,70,0,0,0.2345537757437071,1025,0.04233409610983982,185,0.05263157894736842,0.2875,230,0.2757437070938215,1205,0.6376021798365122,2340,0.13247863247863248,310,200,0.08298755186721991,2205,0.9149377593360996,1810,0.7510373443983402,855,0.4211822660098522,125,0.06157635467980296,935,0.7957446808510639,135,0.1148936170212766,60,0.05106382978723404,20,0.01702127659574468,25,0.02127659574468085,0.029787234042553193,585,0.13386727688787187,255,0.05835240274599542
ons2022_queensway_terrace_north_3093_00000_3_0_percent,3235,0.17156105100463678,555,41.4,40,255,0.2897727272727273,340,0.10510046367851623,45840,58800,12.7,46240,58800,9.2,200,0.061823802163833076,30,0.05263157894736842,140,0.06635071090047394,25,0.04504504504504504,335,2.4,940,0.6886446886446886,0.31135531135531136,0.09293680297397769,125,4.3,1450,1472,425,0,20.7,1390,1495,2.7,0.19170984455958548,185,0.19170984455958548,1.6,101000,122000,85000,0,0,0.0077279752704791345,25,0.021638330757341576,70,0.00927357032457496,30,0.0077279752704791345,25,0,0,0.19319938176197837,625,0.04327666151468315,140,0.04327666151468315,0.3146067415730337,140,0.20401854714064915,660,0.6551724137931034,1805,0.07202216066481995,130,140,0.07650273224043716,1690,0.9234972677595629,1420,0.7759562841530054,800,0.47761194029850745,150,0.08955223880597014,685,0.7828571428571428,105,0.12,35,0.04,10,0.011428571428571429,45,0.05142857142857143,0.022857142857142857,370,0.1143740340030912,130,0.0401854714064915
ons2022_queenswood_chatelaine_3094_00000_3_9_percent,4270,0.2388758782201405,1020,44.7,46,290,0.2600896860986547,515,0.12060889929742388,48360,50960,16.4,45920,50840,12.5,190,0.044444444444444446,75,0.10204081632653061,100,0.03968253968253968,20,0.019704433497536946,520,2.3,1505,0.8201634877384196,0.18256130790190736,0.06593406593406594,120,3.4,1480,1404,335,0,21.2,1760,1810,2.7,0.1590909090909091,210,0.1590909090909091,1.6,106000,110000,84000,95,0.02224824355971897,0.00819672131147541,35,0.026900584795321637,115,0.011695906432748537,50,0.011695906432748537,50,0,0,0.16374269005847952,700,0.017543859649122806,75,0.02576112412177986,0.205607476635514,110,0.15087719298245614,645,0.5991792065663475,2190,0.09817351598173515,215,175,0.07743362831858407,2090,0.9247787610619469,1645,0.7278761061946902,745,0.37626262626262624,220,0.1111111111111111,1040,0.8455284552845529,110,0.08943089430894309,25,0.02032520325203252,0,0,55,0.044715447154471545,0.04878048780487805,375,0.08782201405152225,1015,0.23770491803278687
ons2022_queenswood_heights_3095_00000_1_5_percent,10020,0.23952095808383234,2400,45,47.2,685,0.2523020257826888,885,0.08832335329341318,48640,53100,15.4,47000,53150,11.9,470,0.046906187624750496,135,0.07780979827089338,250,0.04248088360237893,85,0.03549060542797495,885,2.4,3530,0.8536880290205562,0.1475211608222491,0.07107843137254902,290,3.9,1280,1376,605,5.8,25.6,1300,1415,2.7,0.15165876777251186,480,0.15165876777251186,1.6,110000,130000,79200,230,0.022954091816367265,0.003493013972055888,35,0.029940119760479042,300,0.014471057884231538,145,0.013972055888223553,140,0,0,0.1601796407185629,1605,0.016467065868263474,165,0.013972055888223553,0.12389380530973451,140,0.17465069860279442,1750,0.5859465737514518,5045,0.08225966303270565,415,330,0.06315789473684211,4900,0.937799043062201,3715,0.7110047846889952,1755,0.37904967602591794,545,0.11771058315334773,2385,0.8324607329842932,230,0.08027923211169284,115,0.04013961605584642,15,0.005235602094240838,125,0.04363001745200698,0.06282722513089005,985,0.09830339321357286,2540,0.25349301397205587
ons2022_renfrew_3718_00000_1_7_percent,7855,0.2966263526416295,2330,47.9,52,685,0.38375350140056025,1605,0.20432845321451304,37760,37000,29.4,36320,38280,23.7,1320,0.16804583068109485,210,0.16470588235294117,670,0.15764705882352942,445,0.19098712446351931,1600,2,2320,0.5865992414664981,0.41466498103666244,0.07407407407407407,290,2.4,780,965,1635,22.6,14.3,850,893,2.6,0.21748878923766815,485,0.21748878923766815,1.6,83800,105000,60400,0,0,0.001273074474856779,10,0.07065563335455124,555,0.023551877784850413,185,0.04328453214513049,340,0,0,0.036282622533418206,285,0.003182686187141948,25,0,0,0,0.01336728198599618,105,0.4897959183673469,3360,0.1056547619047619,355,635,0.16579634464751958,3195,0.8342036553524804,1870,0.48825065274151436,380,0.12624584717607973,435,0.14451827242524917,2295,0.8726235741444867,0,0,245,0.09315589353612168,25,0.009505703422053232,60,0.022813688212927757,0.10266159695817491,695,0.08847867600254615,95,0.0120942075111394
ons2022_rideaucrest_davidson_heights_3097_00000_1_4_percent,14305,0.09856693463823837,1410,38.1,40,990,0.18215271389144433,700,0.04893393918210416,52200,62250,10.4,50480,62700,6.2,690,0.0482348829080741,200,0.06125574272588055,365,0.03788271925272444,130,0.09219858156028368,695,3,3935,0.8363443145589798,0.1636556854410202,0.06974248927038626,325,4.9,1660,1692,765,2.6,18.5,1900,1904,3.2,0.1453416149068323,585,0.1453416149068323,1.9,135000,147000,91600,25,0.0017476406850751485,0.02097168822090178,300,0.018524991261796575,265,0.01258301293254107,180,0.005592450192240475,80,0,0,0.3047885354771059,4360,0.029010835372247464,415,0.04404054526389374,0.16557161629434955,630,0.4264243271583362,6100,0.7160184023421162,8560,0.09521028037383178,815,435,0.05534351145038168,7420,0.9440203562340967,6280,0.7989821882951654,3395,0.43834732085216266,570,0.07359586830213041,3645,0.8418013856812933,355,0.08198614318706697,200,0.046189376443418015,10,0.0023094688221709007,115,0.026558891454965358,0.04849884526558892,2690,0.188046137714086,685,0.04788535477105907
ons2022_riverside_park_mooneys_bay_3098_00000_2_5_percent,4545,0.21782178217821782,990,43.2,41.6,265,0.22268907563025211,705,0.1551155115511551,46680,51350,17,43880,50520,12.6,630,0.13861386138613863,145,0.19463087248322147,350,0.12455516014234876,140,0.1407035175879397,700,2.2,1085,0.530562347188264,0.46943765281173594,0.19948849104859334,390,7.5,1060,1404,960,2.1,34.8,1260,1364,2.8,0.15546218487394958,185,0.15546218487394958,1.7,107800,120000,72000,60,0.013201320132013201,0.020902090209020903,95,0.033003300330033,150,0.015401540154015401,70,0.0176017601760176,80,0,0,0.3355335533553355,1525,0.09350935093509351,425,0.13091309130913092,0.47035573122529645,595,0.3311331133113311,1505,0.6071887034659821,2365,0.13742071881606766,325,195,0.07959183673469387,2255,0.9204081632653062,1795,0.7326530612244898,830,0.4058679706601467,205,0.10024449877750612,850,0.7083333333333334,225,0.1875,65,0.05416666666666667,20,0.016666666666666666,35,0.029166666666666667,0.058333333333333334,455,0.1001100110011001,355,0.0781078107810781
ons2022_riverside_park_south_revelstoke_3099_00000_2_1_percent,2930,0.26791808873720135,785,45.9,47.2,135,0.16265060240963855,240,0.08191126279863481,68300,82200,9.2,59000,71300,8.8,95,0.032423208191126277,0,0,55,0.03343465045592705,20,0.02531645569620253,245,2.5,1085,0.9353448275862069,0.06896551724137931,0.05240174672489083,60,3.7,1230,1668,75,0,26.7,1900,1750,2.8,0.10674157303370786,95,0.10674157303370786,1.7,163200,162000,96000,25,0.008532423208191127,0.005119453924914676,15,0.01877133105802048,55,0.005119453924914676,15,0.006825938566552901,20,0.005119453924914676,15,0.17747440273037543,520,0.010238907849829351,30,0.015358361774744027,0.14285714285714285,45,0.14334470989761092,420,0.5835010060362174,1450,0.07241379310344828,105,25,0.01818181818181818,1350,0.9818181818181818,1145,0.8327272727272728,695,0.516728624535316,120,0.08921933085501858,520,0.7938931297709924,70,0.10687022900763359,25,0.03816793893129771,10,0.015267175572519083,30,0.04580152671755725,0.022900763358778626,315,0.1075085324232082,250,0.08532423208191127
ons2022_riverside_south_leitrim_3100_00000_0_9_percent,19055,0.09446339543426922,1800,35.8,36.4,1250,0.17667844522968199,1045,0.054841249016006295,61900,75400,8.7,56750,69800,5.6,860,0.04513251115192863,270,0.052478134110787174,465,0.03839801816680429,130,0.07202216066481995,1045,2.9,5665,0.8742283950617284,0.12654320987654322,0.0548159749412686,350,4.3,1940,1922,815,0,15.3,2120,2032,3.2,0.13075506445672191,710,0.13075506445672191,1.9,146800,144000,100800,75,0.003934942287513116,0.021773347324239245,415,0.02204145893466282,420,0.010233534505379166,195,0.010495932826029914,200,0,0,0.28050380477564946,5345,0.038834951456310676,740,0.04145893466281816,0.16475495307612095,790,0.3707688270795067,7065,0.7487318227933717,11070,0.08446251129177959,935,300,0.028288543140028287,10305,0.9717114568599717,8945,0.8434700612918434,4755,0.469166255550074,820,0.08090774543660582,4770,0.8932584269662921,225,0.042134831460674156,90,0.016853932584269662,15,0.0028089887640449437,235,0.04400749063670412,0.04119850187265917,2380,0.12490160062975597,1200,0.06295907660020986
ons2022_riverview_3101_00000_3_8_percent,12725,0.19135559921414538,2435,40.5,35.2,870,0.3258426966292135,2340,0.18388998035363457,45080,50560,16.1,41280,48240,11.7,2270,0.17838899803536346,425,0.22972972972972974,1460,0.17298578199052134,390,0.1601642710472279,2345,2.1,2285,0.37551355792933444,0.6244864420706656,0.16842105263157894,960,5.1,1460,1526,3795,13,24.4,1300,1320,2.7,0.17355371900826447,525,0.17355371900826447,1.8,103100,114000,72000,340,0.026719056974459726,0.01807465618860511,230,0.02318271119842829,295,0.010216110019646365,130,0.010216110019646365,130,7.858546168958742e-4,10,0.3068762278978389,3905,0.08055009823182711,1025,0.07662082514734773,0.2906110283159464,975,0.44793713163064836,5700,0.6228187919463087,6960,0.11853448275862069,825,405,0.06090225563909774,6245,0.9390977443609022,5215,0.7842105263157895,2430,0.3964110929853181,510,0.08319738988580751,2170,0.5888738127544098,860,0.23337856173677068,395,0.10719131614654002,120,0.032564450474898234,135,0.036635006784260515,0.04206241519674356,2090,0.1642436149312377,1545,0.12141453831041257
ons2022_rockcliffe_park_3102_00000_5_0_percent,1645,0.23404255319148937,385,44.5,50,75,0.12195121951219512,70,0.0425531914893617,121800,186400,2.6,132000,202000,1.6,80,0.0486322188449848,40,0.11764705882352941,40,0.043478260869565216,0,0,65,3,540,0.972972972972973,0.02702702702702703,0,0,0,3000,3720,0,NA,NA,NA,NA,3.2,0.09183673469387756,45,0.09183673469387756,2.2,307000,286000,120000,0,0,0,0,0.0182370820668693,30,0,0,0.00911854103343465,15,0,0,0.2127659574468085,350,0.0060790273556231,10,0.0060790273556231,0.05263157894736842,10,0.1762917933130699,290,0.5714285714285714,800,0.05625,45,0,0,720,1,660,0.9166666666666666,365,0.4866666666666667,35,0.04666666666666667,310,0.8611111111111112,0,0,20,0.05555555555555555,0,0,25,0.06944444444444445,0,300,0.182370820668693,65,0.03951367781155015
ons2022_rothwell_heights_beacon_hill_north_3103_00000_1_8_percent,10525,0.2332541567695962,2455,43.8,46,860,0.24641833810888253,840,0.07980997624703087,56800,66100,13.1,55050,66800,9.5,505,0.047980997624703085,165,0.07621247113163972,270,0.04568527918781726,70,0.028513238289205704,840,2.6,3335,0.83375,0.165,0.06717363751584284,265,4.4,1240,1576,665,0,19.5,1520,1564,3,0.17857142857142858,550,0.17857142857142858,1.8,134800,148000,86000,170,0.016144349477682812,0.004273504273504274,45,0.027553444180522565,290,0.016152019002375298,170,0.009976247030878859,105,0,0,0.24703087885985747,2600,0.031828978622327794,335,0.04275534441805225,0.22556390977443608,450,0.2498812351543943,2630,0.5839954597048809,5145,0.11467444120505345,590,260,0.05226130653266332,4715,0.9477386934673366,4020,0.8080402010050252,2115,0.4643249176728869,305,0.06695938529088913,1920,0.7950310559006211,245,0.10144927536231885,120,0.049689440993788817,35,0.014492753623188406,85,0.035196687370600416,0.037267080745341616,1380,0.1311163895486936,1735,0.1647673314339981
ons2022_russell_3607_00000_1_3_percent,19435,0.13841008489837922,2690,39.1,39.6,1000,0.15987210231814547,1260,0.06483148958065346,52250,59300,11.8,50440,58300,8.9,720,0.037037037037037035,150,0.032502708559046585,340,0.028029678483099753,225,0.08364312267657993,1260,2.7,6065,0.8394463667820069,0.16055363321799307,0.056617126680820945,400,2.4,1740,1664,1145,7.4,23.4,1240,1284,2.9,0.11064543168482817,660,0.11064543168482817,1.8,122100,140000,85200,610,0.03137860082304527,0.0023148148148148147,45,0.04398148148148148,855,0.018518518518518517,360,0.022890946502057613,445,0.0015432098765432098,30,0.06661522633744855,1295,0.007458847736625514,145,0.005145356315924878,0.11627906976744186,100,0.05246913580246913,1020,0.710298363811357,11070,0.05374887082204156,595,740,0.06832871652816251,10095,0.9321329639889196,7765,0.7169898430286242,3600,0.3438395415472779,1255,0.11986628462273162,6460,0.9430656934306569,45,0.006569343065693431,170,0.024817518248175182,25,0.0036496350364963502,150,0.021897810218978103,0.03576642335766423,2065,0.10625160792384873,6260,0.3220164609053498
